index,image_link,group_id,entity_name,entity_value,extracted_text,prediction
1422,https://m.media-amazon.com/images/I/71NI-EkZcsL.jpg,299791,item_weight,47.0 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram",
1396,https://m.media-amazon.com/images/I/415xCOO9MjL.jpg,299791,item_weight,11.0 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram",
1062,https://m.media-amazon.com/images/I/51tmU-3epiL.jpg,299791,item_weight,2.0 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram",
1637,https://m.media-amazon.com/images/I/71W07jC92qL.jpg,299791,item_weight,4.6 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram",
1338,https://m.media-amazon.com/images/I/61pGLV+S94L.jpg,299791,item_weight,8.5 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram, 8.5 gram",
1391,https://m.media-amazon.com/images/I/51ihtiM8ZLL.jpg,299791,item_weight,13.0 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram, 8.5 gram, 13.0 gram",
1392,https://m.media-amazon.com/images/I/71CFqzGL22L.jpg,299791,item_weight,78.0 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram, 8.5 gram, 13.0 gram, 78.0 gram",
1700,https://m.media-amazon.com/images/I/61HqKshduRL.jpg,299791,item_weight,18 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram, 8.5 gram, 13.0 gram, 78.0 gram, 18.0 gram",
1707,https://m.media-amazon.com/images/I/61C3itwl8jL.jpg,299791,item_weight,8.31 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram, 8.5 gram, 13.0 gram, 78.0 gram, 18.0 gram, 8.31 gram",
1592,https://m.media-amazon.com/images/I/71kOCq7EdLL.jpg,299791,item_weight,26.0 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram, 8.5 gram, 13.0 gram, 78.0 gram, 18.0 gram, 8.31 gram",
1717,https://m.media-amazon.com/images/I/71Addjbg8ZL.jpg,299791,item_weight,5.4 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram, 8.5 gram, 13.0 gram, 78.0 gram, 18.0 gram, 8.31 gram, 5.4 gram",
1655,https://m.media-amazon.com/images/I/61G6+HBAq5L.jpg,299791,item_weight,33.0 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram, 8.5 gram, 13.0 gram, 78.0 gram, 18.0 gram, 8.31 gram, 5.4 gram, 33.0 gram, 35.0 gram, 37.0 gram, 41.0 gram, 43.0 gram, 45.0 gram",
1203,https://m.media-amazon.com/images/I/616qG7gFubL.jpg,299791,item_weight,10.0 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram, 8.5 gram, 13.0 gram, 78.0 gram, 18.0 gram, 8.31 gram, 5.4 gram, 33.0 gram, 35.0 gram, 37.0 gram, 41.0 gram, 43.0 gram, 45.0 gram",
1719,https://m.media-amazon.com/images/I/71TdlapTaaL.jpg,299791,item_weight,30.0 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram, 8.5 gram, 13.0 gram, 78.0 gram, 18.0 gram, 8.31 gram, 5.4 gram, 33.0 gram, 35.0 gram, 37.0 gram, 41.0 gram, 43.0 gram, 45.0 gram, 30.0 gram",
1115,https://m.media-amazon.com/images/I/51ZF71z4YNS.jpg,299791,item_weight,16.8 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram, 8.5 gram, 13.0 gram, 78.0 gram, 18.0 gram, 8.31 gram, 5.4 gram, 33.0 gram, 35.0 gram, 37.0 gram, 41.0 gram, 43.0 gram, 45.0 gram, 30.0 gram, 3.0 gram, 9.0 gram",
1320,https://m.media-amazon.com/images/I/61iZ2CfgOoL.jpg,299791,item_weight,7.1 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram, 8.5 gram, 13.0 gram, 78.0 gram, 18.0 gram, 8.31 gram, 5.4 gram, 33.0 gram, 35.0 gram, 37.0 gram, 41.0 gram, 43.0 gram, 45.0 gram, 30.0 gram, 3.0 gram, 9.0 gram, 7.1 gram",
1652,https://m.media-amazon.com/images/I/61cmmUbi8BL.jpg,299791,item_weight,150.0 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram, 8.5 gram, 13.0 gram, 78.0 gram, 18.0 gram, 8.31 gram, 5.4 gram, 33.0 gram, 35.0 gram, 37.0 gram, 41.0 gram, 43.0 gram, 45.0 gram, 30.0 gram, 3.0 gram, 9.0 gram, 7.1 gram",
1970,https://m.media-amazon.com/images/I/71edu5cngML.jpg,299791,item_weight,24.6 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram, 8.5 gram, 13.0 gram, 78.0 gram, 18.0 gram, 8.31 gram, 5.4 gram, 33.0 gram, 35.0 gram, 37.0 gram, 41.0 gram, 43.0 gram, 45.0 gram, 30.0 gram, 3.0 gram, 9.0 gram, 7.1 gram, 24.6 gram",
1209,https://m.media-amazon.com/images/I/71jLZc0dPWL.jpg,299791,item_weight,58.2 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram, 8.5 gram, 13.0 gram, 78.0 gram, 18.0 gram, 8.31 gram, 5.4 gram, 33.0 gram, 35.0 gram, 37.0 gram, 41.0 gram, 43.0 gram, 45.0 gram, 30.0 gram, 3.0 gram, 9.0 gram, 7.1 gram, 24.6 gram, 58.2 gram",
1532,https://m.media-amazon.com/images/I/71cAGBAnm2L.jpg,299791,item_weight,3.0 pound,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram, 8.5 gram, 13.0 gram, 78.0 gram, 18.0 gram, 8.31 gram, 5.4 gram, 33.0 gram, 35.0 gram, 37.0 gram, 41.0 gram, 43.0 gram, 45.0 gram, 30.0 gram, 3.0 gram, 9.0 gram, 7.1 gram, 24.6 gram, 58.2 gram",
1536,https://m.media-amazon.com/images/I/51uT0FP+GlL.jpg,299791,item_weight,3.9 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram, 8.5 gram, 13.0 gram, 78.0 gram, 18.0 gram, 8.31 gram, 5.4 gram, 33.0 gram, 35.0 gram, 37.0 gram, 41.0 gram, 43.0 gram, 45.0 gram, 30.0 gram, 3.0 gram, 9.0 gram, 7.1 gram, 24.6 gram, 58.2 gram, 3.9 gram",
1129,https://m.media-amazon.com/images/I/51sENedZESL.jpg,299791,item_weight,13.0 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram, 8.5 gram, 13.0 gram, 78.0 gram, 18.0 gram, 8.31 gram, 5.4 gram, 33.0 gram, 35.0 gram, 37.0 gram, 41.0 gram, 43.0 gram, 45.0 gram, 30.0 gram, 3.0 gram, 9.0 gram, 7.1 gram, 24.6 gram, 58.2 gram, 3.9 gram",
1959,https://m.media-amazon.com/images/I/51Gl473ThQL.jpg,299791,item_weight,6.0 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram, 8.5 gram, 13.0 gram, 78.0 gram, 18.0 gram, 8.31 gram, 5.4 gram, 33.0 gram, 35.0 gram, 37.0 gram, 41.0 gram, 43.0 gram, 45.0 gram, 30.0 gram, 3.0 gram, 9.0 gram, 7.1 gram, 24.6 gram, 58.2 gram, 3.9 gram",
1323,https://m.media-amazon.com/images/I/4187Q95RIRL.jpg,299791,item_weight,6.5 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram, 8.5 gram, 13.0 gram, 78.0 gram, 18.0 gram, 8.31 gram, 5.4 gram, 33.0 gram, 35.0 gram, 37.0 gram, 41.0 gram, 43.0 gram, 45.0 gram, 30.0 gram, 3.0 gram, 9.0 gram, 7.1 gram, 24.6 gram, 58.2 gram, 3.9 gram, 6.5 gram",
1879,https://m.media-amazon.com/images/I/51s1J3rUFfL.jpg,299791,item_weight,14.0 gram,"10.0 gram, 12.0 gram, 7.9 gram, 15.8 gram, 20.0 gram, 24.0 gram, 26.5 gram, 29.0 gram, 31.5 gram, 34.0 gram, 36.5 gram, 39.0 gram, 5.0 gram, 16.5 gram, 51.0 gram, 58.0 gram, 64.0 gram, 71.0 gram, 77.0 gram, 84.0 gram, 90.0 gram, 6.0 gram, 89.0 gram, 7.2 gram, 19.3 gram, 20.9 gram, 25.0 gram, 47.0 gram, 11.0 gram, 8.5 gram, 13.0 gram, 78.0 gram, 18.0 gram, 8.31 gram, 5.4 gram, 33.0 gram, 35.0 gram, 37.0 gram, 41.0 gram, 43.0 gram, 45.0 gram, 30.0 gram, 3.0 gram, 9.0 gram, 7.1 gram, 24.6 gram, 58.2 gram, 3.9 gram, 6.5 gram, 14.0 gram",
1526,https://m.media-amazon.com/images/I/81ZnQNZeAwL.jpg,308671,item_weight,8 gram,,
1308,https://m.media-amazon.com/images/I/81Nhv4SMPbL.jpg,308671,item_weight,850 gram,,
1520,https://m.media-amazon.com/images/I/615O3N2v6VL.jpg,308856,item_weight,7.0 kilogram,,
1925,https://m.media-amazon.com/images/I/71pkRodxZcL.jpg,308856,item_weight,5 kilogram to 10 kilogram,"-19.0 kilogram, -20.0 kilogram, -30.0 kilogram, -40.0 kilogram, -50.0 kilogram, -60.0 kilogram, 200.0 gram, 800.0 gram, 250.0 gram, 550.0 gram, 700.0 gram, 900.0 gram, 950.0 gram, 1100.0 gram",
1522,https://m.media-amazon.com/images/I/61q886NFZmL.jpg,308856,item_weight,100.0 gram,"-19.0 kilogram, -20.0 kilogram, -30.0 kilogram, -40.0 kilogram, -50.0 kilogram, -60.0 kilogram, 200.0 gram, 800.0 gram, 250.0 gram, 550.0 gram, 700.0 gram, 900.0 gram, 950.0 gram, 1100.0 gram, 100.0 gram",
1551,https://m.media-amazon.com/images/I/61vPBdYakaL.jpg,308856,item_weight,454.0 gram,"-19.0 kilogram, -20.0 kilogram, -30.0 kilogram, -40.0 kilogram, -50.0 kilogram, -60.0 kilogram, 200.0 gram, 800.0 gram, 250.0 gram, 550.0 gram, 700.0 gram, 900.0 gram, 950.0 gram, 1100.0 gram, 100.0 gram",
1923,https://m.media-amazon.com/images/I/81ifpcGCE3L.jpg,308856,item_weight,10 kilogram,"-19.0 kilogram, -20.0 kilogram, -30.0 kilogram, -40.0 kilogram, -50.0 kilogram, -60.0 kilogram, 200.0 gram, 800.0 gram, 250.0 gram, 550.0 gram, 700.0 gram, 900.0 gram, 950.0 gram, 1100.0 gram, 100.0 gram",
1924,https://m.media-amazon.com/images/I/61PjmhugCjL.jpg,308856,item_weight,10 kilogram,"-19.0 kilogram, -20.0 kilogram, -30.0 kilogram, -40.0 kilogram, -50.0 kilogram, -60.0 kilogram, 200.0 gram, 800.0 gram, 250.0 gram, 550.0 gram, 700.0 gram, 900.0 gram, 950.0 gram, 1100.0 gram, 100.0 gram, 10.0 kilogram",
1967,https://m.media-amazon.com/images/I/71qtRdlQqsL.jpg,308856,item_weight,400.0 gram,"-19.0 kilogram, -20.0 kilogram, -30.0 kilogram, -40.0 kilogram, -50.0 kilogram, -60.0 kilogram, 200.0 gram, 800.0 gram, 250.0 gram, 550.0 gram, 700.0 gram, 900.0 gram, 950.0 gram, 1100.0 gram, 100.0 gram, 10.0 kilogram",
1988,https://m.media-amazon.com/images/I/61LfIueSzjL.jpg,308856,item_weight,50.0 kilogram,"-19.0 kilogram, -20.0 kilogram, -30.0 kilogram, -40.0 kilogram, -50.0 kilogram, -60.0 kilogram, 200.0 gram, 800.0 gram, 250.0 gram, 550.0 gram, 700.0 gram, 900.0 gram, 950.0 gram, 1100.0 gram, 100.0 gram, 10.0 kilogram",
1521,https://m.media-amazon.com/images/I/51Y3V+Kp6EL.jpg,308856,item_weight,3.0 kilogram,"-19.0 kilogram, -20.0 kilogram, -30.0 kilogram, -40.0 kilogram, -50.0 kilogram, -60.0 kilogram, 200.0 gram, 800.0 gram, 250.0 gram, 550.0 gram, 700.0 gram, 900.0 gram, 950.0 gram, 1100.0 gram, 100.0 gram, 10.0 kilogram, 3.0 kilogram, 4.0 kilogram, 5.0 kilogram, 20.0 gram, 85.0 gram",
1598,https://m.media-amazon.com/images/I/71UpuPhwGVL.jpg,308856,item_weight,800 gram,"-19.0 kilogram, -20.0 kilogram, -30.0 kilogram, -40.0 kilogram, -50.0 kilogram, -60.0 kilogram, 200.0 gram, 800.0 gram, 250.0 gram, 550.0 gram, 700.0 gram, 900.0 gram, 950.0 gram, 1100.0 gram, 100.0 gram, 10.0 kilogram, 3.0 kilogram, 4.0 kilogram, 5.0 kilogram, 20.0 gram, 85.0 gram",
1353,https://m.media-amazon.com/images/I/61NXqZUUbZL.jpg,308856,item_weight,10.0 kilogram,"-19.0 kilogram, -20.0 kilogram, -30.0 kilogram, -40.0 kilogram, -50.0 kilogram, -60.0 kilogram, 200.0 gram, 800.0 gram, 250.0 gram, 550.0 gram, 700.0 gram, 900.0 gram, 950.0 gram, 1100.0 gram, 100.0 gram, 10.0 kilogram, 3.0 kilogram, 4.0 kilogram, 5.0 kilogram, 20.0 gram, 85.0 gram, 20.0 kilogram, 35.0 kilogram",
1600,https://m.media-amazon.com/images/I/71K6YtzjwtL.jpg,308856,item_weight,2 kilogram,"-19.0 kilogram, -20.0 kilogram, -30.0 kilogram, -40.0 kilogram, -50.0 kilogram, -60.0 kilogram, 200.0 gram, 800.0 gram, 250.0 gram, 550.0 gram, 700.0 gram, 900.0 gram, 950.0 gram, 1100.0 gram, 100.0 gram, 10.0 kilogram, 3.0 kilogram, 4.0 kilogram, 5.0 kilogram, 20.0 gram, 85.0 gram, 20.0 kilogram, 35.0 kilogram, 60.0 gram, 75.0 gram, 95.0 gram, 115.0 gram",
1473,https://m.media-amazon.com/images/I/81PNG2CST4L.jpg,308856,item_weight,4.0 kilogram,"-19.0 kilogram, -20.0 kilogram, -30.0 kilogram, -40.0 kilogram, -50.0 kilogram, -60.0 kilogram, 200.0 gram, 800.0 gram, 250.0 gram, 550.0 gram, 700.0 gram, 900.0 gram, 950.0 gram, 1100.0 gram, 100.0 gram, 10.0 kilogram, 3.0 kilogram, 4.0 kilogram, 5.0 kilogram, 20.0 gram, 85.0 gram, 20.0 kilogram, 35.0 kilogram, 60.0 gram, 75.0 gram, 95.0 gram, 115.0 gram",
1698,https://m.media-amazon.com/images/I/81FKFn0SOeL.jpg,308856,item_weight,100 gram,"-19.0 kilogram, -20.0 kilogram, -30.0 kilogram, -40.0 kilogram, -50.0 kilogram, -60.0 kilogram, 200.0 gram, 800.0 gram, 250.0 gram, 550.0 gram, 700.0 gram, 900.0 gram, 950.0 gram, 1100.0 gram, 100.0 gram, 10.0 kilogram, 3.0 kilogram, 4.0 kilogram, 5.0 kilogram, 20.0 gram, 85.0 gram, 20.0 kilogram, 35.0 kilogram, 60.0 gram, 75.0 gram, 95.0 gram, 115.0 gram, 0.0 gram",
1472,https://m.media-amazon.com/images/I/710WybAX84L.jpg,308856,item_weight,85.0 gram,"-19.0 kilogram, -20.0 kilogram, -30.0 kilogram, -40.0 kilogram, -50.0 kilogram, -60.0 kilogram, 200.0 gram, 800.0 gram, 250.0 gram, 550.0 gram, 700.0 gram, 900.0 gram, 950.0 gram, 1100.0 gram, 100.0 gram, 10.0 kilogram, 3.0 kilogram, 4.0 kilogram, 5.0 kilogram, 20.0 gram, 85.0 gram, 20.0 kilogram, 35.0 kilogram, 60.0 gram, 75.0 gram, 95.0 gram, 115.0 gram, 0.0 gram",
1208,https://m.media-amazon.com/images/I/61xPV8oTd6L.jpg,308856,item_weight,100 gram,"-19.0 kilogram, -20.0 kilogram, -30.0 kilogram, -40.0 kilogram, -50.0 kilogram, -60.0 kilogram, 200.0 gram, 800.0 gram, 250.0 gram, 550.0 gram, 700.0 gram, 900.0 gram, 950.0 gram, 1100.0 gram, 100.0 gram, 10.0 kilogram, 3.0 kilogram, 4.0 kilogram, 5.0 kilogram, 20.0 gram, 85.0 gram, 20.0 kilogram, 35.0 kilogram, 60.0 gram, 75.0 gram, 95.0 gram, 115.0 gram, 0.0 gram",
1803,https://m.media-amazon.com/images/I/61tVkqZzZtL.jpg,308856,item_weight,100 gram,"-19.0 kilogram, -20.0 kilogram, -30.0 kilogram, -40.0 kilogram, -50.0 kilogram, -60.0 kilogram, 200.0 gram, 800.0 gram, 250.0 gram, 550.0 gram, 700.0 gram, 900.0 gram, 950.0 gram, 1100.0 gram, 100.0 gram, 10.0 kilogram, 3.0 kilogram, 4.0 kilogram, 5.0 kilogram, 20.0 gram, 85.0 gram, 20.0 kilogram, 35.0 kilogram, 60.0 gram, 75.0 gram, 95.0 gram, 115.0 gram, 0.0 gram",
1630,https://m.media-amazon.com/images/I/51kW-eLnp2L.jpg,308856,item_weight,"[11.0, 25.0] kilogram","-19.0 kilogram, -20.0 kilogram, -30.0 kilogram, -40.0 kilogram, -50.0 kilogram, -60.0 kilogram, 200.0 gram, 800.0 gram, 250.0 gram, 550.0 gram, 700.0 gram, 900.0 gram, 950.0 gram, 1100.0 gram, 100.0 gram, 10.0 kilogram, 3.0 kilogram, 4.0 kilogram, 5.0 kilogram, 20.0 gram, 85.0 gram, 20.0 kilogram, 35.0 kilogram, 60.0 gram, 75.0 gram, 95.0 gram, 115.0 gram, 0.0 gram",
1629,https://m.media-amazon.com/images/I/61Sfpw2erIL.jpg,308856,item_weight,"[11.0, 25.0] kilogram","-19.0 kilogram, -20.0 kilogram, -30.0 kilogram, -40.0 kilogram, -50.0 kilogram, -60.0 kilogram, 200.0 gram, 800.0 gram, 250.0 gram, 550.0 gram, 700.0 gram, 900.0 gram, 950.0 gram, 1100.0 gram, 100.0 gram, 10.0 kilogram, 3.0 kilogram, 4.0 kilogram, 5.0 kilogram, 20.0 gram, 85.0 gram, 20.0 kilogram, 35.0 kilogram, 60.0 gram, 75.0 gram, 95.0 gram, 115.0 gram, 0.0 gram",
